article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0934114001,0934114,Airpod case Deco,78,Other accessories,Accessories,1010001,All over pattern,09,Black,4,Dark,5,Black,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Protective case in imitation leather for Airpods with a lid and a carabiner hook on top.
0934122004,0934122,Ultra dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Short dress in soft cotton jersey with a round, rib-trimmed neckline and short sleeves with gathers at the shoulders to create a puff effect. Unlined."
0934128001,0934128,Bobby Phonebag,78,Other accessories,Accessories,1010001,All over pattern,09,Black,4,Dark,5,Black,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Smartphone bag in imitation leather with a metal decoration at the front, a detachable, adjustable strap with metal fasteners at the ends, and three card compartments at the back. Width 9.7 cm. Height 16 cm."
0934128002,0934128,Bobby Phonebag,78,Other accessories,Accessories,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Smartphone bag in imitation leather with a metal decoration at the front, a detachable, adjustable strap with metal fasteners at the ends, and three card compartments at the back. Width 9.7 cm. Height 16 cm."
0934133001,0934133,Bobby Lipstickbag,78,Other accessories,Accessories,1010001,All over pattern,09,Black,4,Dark,5,Black,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Small bag in imitation leather with a narrow metal chain shoulder strap and flap with a metal decoration on the front, concealed press-stud and small mirror on the inside. Lined. Depth 3 cm. Height 3 cm. Width 8.5 cm."
0934134001,0934134,Rolle Minibag,78,Other accessories,Accessories,1010001,All over pattern,09,Black,4,Dark,5,Black,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Small, round bag in quilted imitation leather. Space for one bank card, a zip at the top and a carabiner hook at the back. Narrow, detachable shoulder strap. Lining in woven fabric made from recycled polyester. Diameter approx. 10 cm. Depth 1.5 cm."
0934135001,0934135,Stoffe Minibag,78,Other accessories,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Small shoulder bag in soft imitation leather with a narrow, metal-chain shoulder strap and room for a credit card. Lining in woven fabric made from recycled polyester. Width 10 cm. Height 8 cm."
0934154002,0934154,Pizza top,253,Vest top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Cropped top in double-layered jersey with narrow shoulder straps.
0934159001,0934159,Flirty Snooky earcuff pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Set with earrings and ear cuffs in metal decorated with glass rhinestones and plastic beads. Five earrings, two of which are shaped like snakes. Two ear cuffs that clip onto the ear. The zinc content is recycled."
0934211004,0934211,Array trousers,272,Trousers,Garment Lower body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Trousers in ribbed jersey. High waist with concealed elastication, and flared legs."
0934211005,0934211,Array trousers,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Trousers in ribbed jersey. High waist with concealed elastication, and flared legs."
0934212003,0934212,Roll shirt,254,Top,Garment Upper body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Fitted, calf-length dress in ribbed jersey with a collar, buttons down the front, extra-long sleeves and overlocked edges at the cuffs and hem. Unlined."
0934255001,0934255,COCO 2-pack bra new,254,Top,Garment Upper body,1010012,Mixed solid/pattern,50,Other Pink,5,Bright,4,Pink,6280,Tops Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,Sports tops in fast-drying functional fabric with a mesh racer back and an elasticated hem. Lined at the front.
0934296001,0934296,Duno 2-pack,254,Top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Long-sleeved tops in soft, organic cotton jersey with a slightly wider neckline."
0934312001,0934312,Dog Flisan Fleeced,521,Dog wear,Items,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Soft, patterned fleece top for a dog. Polo neck with a small opening at the top for a lead and openings underneath for the front legs."
0934312002,0934312,Dog Flisan Fleeced,521,Dog wear,Items,1010001,All over pattern,42,Red,5,Bright,18,Red,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Soft, patterned fleece top for a dog. Polo neck with a small opening at the top for a lead and openings underneath for the front legs."
0934336001,0934336,Class GP Fresno hoop,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Stylish oval earrings in shiny, gold-plated metal."
0934354001,0934354,Class GP Britta ring pk,79,Ring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Thin, stylish rings in shiny, gold-plated metal."
0934356001,0934356,Class GP Lotta hoop pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,One pair of hoop earrings and one pair of angular earrings in shiny gold-plated metal.
0934380001,0934380,Ash Hood,308,Hoodie,Garment Upper body,1010014,Placement print,53,Dark Pink,4,Dark,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Oversized hoodie in sweatshirt fabric with a jersey-lined, drawstring hood, kangaroo pocket, low dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
0934389001,0934389,Clear Umbrella,532,Umbrella,Items,1010019,Transparent,10,White,3,Light,9,White,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Umbrella with a transparent plastic canopy and a plastic handle.
0934536001,0934536,Nova HW slim bootcut,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket jeans in washed cotton denim with a high waist, zip fly and button and slim legs with wide, flared hems."
0934545001,0934545,Airpod case Deco,78,Other accessories,Accessories,1010001,All over pattern,09,Black,4,Dark,5,Black,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Protective case in imitation leather for Airpods with a lid and a carabiner hook on top.
0934727001,0934727,Kiara top,254,Top,Garment Upper body,1010021,Lace,11,Off White,1,Dusty Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Lace blouse with a stand-up collar and an opening at the back with covered buttons at the back of the neck. Wide flounces down the front that go over the shoulders and continue down the back. Long, wide sleeves with narrow, covered elastication at the cuffs and a flared peplum. Lined with a V-neck top in jersey with narrow shoulder straps."
0934727002,0934727,Kiara top,254,Top,Garment Upper body,1010021,Lace,09,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Lace blouse with a stand-up collar and an opening at the back with covered buttons at the back of the neck. Wide flounces down the front that go over the shoulders and continue down the back. Long, wide sleeves with narrow, covered elastication at the cuffs and a flared peplum. Lined with a V-neck top in jersey with narrow shoulder straps."
0934793001,0934793,Aussie Tim Tam AO jacq Sweat,252,Sweater,Garment Upper body,1010001,All over pattern,09,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Kangol x H&M. Oversized jumper in a soft knit containing some wool with jacquard-knit Kangol logos. Ribbed polo neck, dropped shoulders, long sleeves, and ribbing at the cuffs and hem."
0934835001,0934835,dad slouchy co lab OL,255,T-shirt,Garment Upper body,1010014,Placement print,09,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Kangol x H&M. Oversized T-shirt in cotton jersey with a print motif on the front. Round neckline, dropped shoulders and a small appliqué above the hem."
0934873001,0934873,Eiffel low,245,Cardigan,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Cardigan in a soft knit with a round neckline and knot-shaped metal buttons down the front. Long sleeves and ribbing around the neckline, cuffs and hem."
0934873002,0934873,Eiffel low,245,Cardigan,Garment Upper body,1010022,Jacquard,09,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Cardigan in a soft knit with a round neckline and knot-shaped metal buttons down the front. Long sleeves and ribbing around the neckline, cuffs and hem."
0934981001,0934981,Flirty Pony stud pk,70,Earring,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal earrings in various sizes and designs. 22 pairs of studs and three pairs of hoops.
0935196001,0935196,PS STAR SILK MIX TIGHTS,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"Pair of airy, ribbed leggings in a soft silk blend with an elasticated waist and extra-long legs."
0935196002,0935196,PQ STAR SILK MIX TIGHTS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,7,Turquoise,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"Pair of airy, ribbed leggings in a soft silk blend with an elasticated waist and extra-long legs."
0935243001,0935243,HW La MUERTE DRESS.,265,Dress,Garment Full body,1010012,Mixed solid/pattern,09,Black,4,Dark,5,Black,4090,Promotion/ Other /Offer,D,Divided,2,Divided,50,Divided Projects,1023,Special Offers,"Short dress in glossy jersey with print motifs. Deep neckline, long sleeves, a seam at the waist and a flared skirt. Unlined."
0935357001,0935357,Anilla twill overshirt,262,Jacket,Garment Upper body,1010026,Other structure,13,Beige,2,Medium Dusty,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Oversized jacket in a soft wool blend with a collar, buttons down the front, large flap chest pockets and discreet pockets in the side seams. Low dropped shoulders, long, wide sleeves with pleats at the cuffs, and a rounded hem."
0935407001,0935407,2p Koko pins,72,Hair clip,Accessories,1010009,Glittering/Metallic,05,Gold,5,Bright,15,Metal,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair grips in metal with decorations in the shape of a hamburger and fries studded with glass rhinestones. The zinc content of the hair grips is recycled.
0935408002,0935408,2p Snaky pins,72,Hair clip,Accessories,1010009,Glittering/Metallic,05,Gold,5,Bright,15,Metal,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair grips in metal decorated with rhinestone-covered snakes. The zinc content of the hair grips is recycled.
0935428001,0935428,Minnie collar,78,Other accessories,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Rounded collar in a cotton weave embellished with glass beads and embroidery. Fastening with a spherical button at the front.
0935463001,0935463,Glove Cameron Sporty,71,Gloves,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Gloves in jersey with reflective details. Reinforced palms for a better grip, and an adjustable tab and hook and loop fastening at the top. Touchscreen-compatible material on the thumb and index finger. Fleece lining."
0935464001,0935464,DIV+ Fancy pant,272,Trousers,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Ankle-length trousers in sturdy jersey with an elasticated waist, side pockets and gently tapered legs with sewn-in turn-ups at the hems."
0935541001,0935541,Aussi Leaf midi dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,4091,Price Items,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Kangol x H&M. Fitted, calf-length dress in soft, ribbed fabric with a small embroidered Kangol logo at the top. Slightly higher neckline, long sleeves and slits in the sides."
0935547001,0935547,ED Nice hoodie,308,Hoodie,Garment Upper body,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Long hoodie in supersoft cotton jersey with a brushed finish. Double-layered, drawstring hood, dropped shoulders, long sleeves and slits in the sides."
0935548001,0935548,ED Nice joggers,272,Trousers,Garment Lower body,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Joggers in supersoft jersey with a brushed finish. High waist with covered elastication and a drawstring, diagonal side pockets and tapered legs with cuffed hems."
0935596001,0935596,samir padded parka new,262,Jacket,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,5262,Jacket Smart,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Padded parka in woven fabric with a padded, drawstring hood, high collar and two-way zip down the front with a chin guard. Chest pocket with a concealed zip, flap front pockets with press-studs and an inner pocket with a press-stud. Inner ribbing at the cuffs and a concealed drawstring at the waist for an adjustable fit. Lined."
0935618001,0935618,PQ silk small basic scrunchie,73,Hair string,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Elasticated scrunchies in mulberry silk that are extra-gentle on the hair, as silk minimises friction and damage to the hair."
0935635001,0935635,LUCKY TIE NECK SHIRT,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in woven fabric with a collar, ties and buttons at the front and a yoke with a pleat at the back. Long puff sleeves with slits and buttoned cuffs, and a rounded hem. The polyester content of the blouse is partly recycled."
0935635002,0935635,LUCKY TIE NECK SHIRT,259,Shirt,Garment Upper body,1010001,All over pattern,09,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in woven fabric with a collar, ties and buttons at the front and a yoke with a pleat at the back. Long puff sleeves with slits and buttoned cuffs, and a rounded hem. The polyester content of the blouse is partly recycled."
0935659001,0935659,Mason pull on RW,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Trousers in a soft weave. Regular waist with covered elastication and a drawstring, front pockets, a fake back pocket, and tapered legs."
0935659003,0935659,Mason pull on RW,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Trousers in a soft weave. Regular waist with covered elastication and a drawstring, front pockets, a fake back pocket, and tapered legs."
0935689001,0935689,LW (K) Catrin consc trs,272,Trousers,Garment Lower body,1010016,Solid,07,Grey,2,Medium Dusty,12,Grey,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Trousers in a soft knit containing some wool. High waist with covered elastication and wide, straight legs with narrow, ribbed trims at the hems. The polyester content of the trousers is recycled."
0935692001,0935692,Nix slack,272,Trousers,Garment Lower body,1010004,Check,13,Beige,2,Medium Dusty,1,Mole,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,Tailored trousers in a stretch weave made from a cotton blend with a high waist with concealed elastication and a concealed zip at the top of one side seam. Fake back pockets and tapered legs.
0935692002,0935692,Nix slack,272,Trousers,Garment Lower body,1010004,Check,08,Dark Grey,4,Dark,12,Grey,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,Tailored trousers in a stretch weave made from a cotton blend with a high waist with concealed elastication and a concealed zip at the top of one side seam. Fake back pockets and tapered legs.
0935694001,0935694,ES SOLLA SS,255,T-shirt,Garment Upper body,1010008,Front print,51,Light Pink,1,Dusty Light,4,Pink,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
0935694002,0935694,ES SOLLA SS,255,T-shirt,Garment Upper body,1010008,Front print,08,Dark Grey,4,Dark,-1,Unknown,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
0935694003,0935694,ES SOLLA SS,255,T-shirt,Garment Upper body,1010016,Solid,92,Green,1,Dusty Light,20,Khaki green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
0935704001,0935704,Jack Beanie.,-1,Unknown,Unknown,1010016,Solid,09,Black,4,Dark,5,Black,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,"Hat in a soft, textured-knit wool blend with fleece lining."
0935730001,0935730,NANNA BELT,67,Belt,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Waist belt in imitation leather with a square, covered buckle."
0935752001,0935752,2p Flash Pins,72,Hair clip,Accessories,1010009,Glittering/Metallic,05,Gold,5,Bright,15,Metal,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal hair grips in the shape of lightning flashes, one decorated with glass rhinestones."
0935753001,0935753,2p Snaky Pins,72,Hair clip,Accessories,1010009,Glittering/Metallic,05,Gold,5,Bright,15,Metal,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal hair grips with snake-shaped decorations and rhinestones. The zinc content of the hair grips is recycled.
0935754001,0935754,2p Koko Pins,72,Hair clip,Accessories,1010009,Glittering/Metallic,05,Gold,5,Bright,15,Metal,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair grips in metal with decorations in the shape of a hamburger and fries studded with glass rhinestones. The zinc content of the hair grips is recycled.
0935787001,0935787,Sweetpea Blouse.,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in a crêpe weave with a small stand-up collar, buttons down the front and long sleeves with buttoned cuffs. Scalloped edge around the neckline, down the button band and at the cuffs."
0935840001,0935840,Wing dress.,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in woven fabric with a V-neck, wrapover front and seam at the waist with a metal button at one side. Long, wide-cuffed sleeves with a metal button. Lined."
0935840002,0935840,Wing dress.,265,Dress,Garment Full body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in woven fabric with a V-neck, wrapover front and seam at the waist with a metal button at one side. Long, wide-cuffed sleeves with a metal button. Lined."
0935858001,0935858,Piper sweatshirt,252,Sweater,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,4091,Price Items,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Top in soft sweatshirt fabric with a rounded, frill-trimmed collar in woven fabric, an opening with a button at the back of the neck, dropped shoulders and long, wide sleeves with ribbing at the cuffs. Soft brushed inside. The polyester content of the sweatshirt is recycled."
0935858002,0935858,Piper sweatshirt,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,4091,Price Items,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Top in soft sweatshirt fabric with a rounded, frill-trimmed collar in woven fabric, an opening with a button at the back of the neck, dropped shoulders and long, wide sleeves with ribbing at the cuffs. Soft brushed inside. The polyester content of the sweatshirt is recycled."
0935871002,0935871,MINNA ES LS,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Long-sleeved top in soft, organic slub cotton jersey. Straight cut with a deep V-neck."
0935871003,0935871,MINNA ES LS,252,Sweater,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Long-sleeved top in soft, organic slub cotton jersey. Straight cut with a deep V-neck."
0935978001,0935978,Nasa Turbo Jogger,272,Trousers,Garment Lower body,1010014,Placement print,09,Black,4,Dark,5,Black,7952,Jersey License,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Joggers in sweatshirt fabric made from a cotton blend with covered elastication and a drawstring at the waist and print motifs on the legs. Side pockets, a back pocket with a concealed zip, and covered elastication at the hems. Soft brushed inside."
0936012001,0936012,Valetta Blouse.,258,Blouse,Garment Upper body,1010020,Contrast,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in woven fabric with buttons down the front and a grandad collar with narrow ties. Double-layered yoke with a seam and pleat at the back, long sleeves with wide, buttoned cuffs, and a rounded hem."
0936012003,0936012,Valetta Blouse.,258,Blouse,Garment Upper body,1010017,Stripe,09,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in woven fabric with buttons down the front and a grandad collar with narrow ties. Double-layered yoke with a seam and pleat at the back, long sleeves with wide, buttoned cuffs, and a rounded hem."
0936057001,0936057,SPEED 2 Nairobi hairy Tee,252,Sweater,Garment Upper body,1010016,Solid,53,Dark Pink,5,Bright,4,Pink,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short polo-neck jumper in soft, fine-knit fluffy yarn with short sleeves and narrow ribbing at the cuffs and hem."
0936057002,0936057,SPEED 2 Nairobi hairy Tee,252,Sweater,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short polo-neck jumper in soft, fine-knit fluffy yarn with short sleeves and narrow ribbing at the cuffs and hem."
0936099001,0936099,2p Penelope scrunchies,78,Other accessories,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Elasticated scrunchies in soft fabric.
0936099002,0936099,2p Penelope scrunchies,78,Other accessories,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Elasticated scrunchies in soft fabric.
0936180001,0936180,PQ BONN SILK BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,08,Dark Grey,4,Dark,12,Grey,1912,Woven Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1001,Unknown,"Voluminous blouse in a textured silk weave with a gathered stand-up collar and buttons down the front. Wide raglan sleeves with buttoned cuffs, and an asymmetric hem."
0936217001,0936217,Embrace Skirt,275,Skirt,Garment Lower body,1010023,Denim,09,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, 5-pocket skirt with a high waist and zip fly in washed, stretch denim with a soft finish. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
0936217002,0936217,Embrace Skirt,275,Skirt,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, 5-pocket skirt with a high waist and zip fly in washed, stretch denim with a soft finish. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
0936253001,0936253,Cap John Nylon 1,69,Cap/peaked,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Cap in woven fabric with an adjustable tab and metal fastener at the back.
0936253002,0936253,Cap John Nylon 1,69,Cap/peaked,Accessories,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Cap in woven fabric with an adjustable tab and metal fastener at the back.
0936274001,0936274,Morgan tank top,253,Vest top,Garment Upper body,1010016,Solid,10,White,1,Dusty Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,V-neck top in ribbed jersey made from a soft modal and cotton blend with spaghetti shoulder straps.
0936274002,0936274,Morgan tank top,253,Vest top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,V-neck top in ribbed jersey made from a soft modal and cotton blend with spaghetti shoulder straps.
0936282001,0936282,Essential Yucca LS,252,Sweater,Garment Upper body,1010017,Stripe,09,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Striped top in soft cotton jersey with a round, ribbed neckline, dropped shoulders and long sleeves."
0936428002,0936428,Creek trouser,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Trousers in heavy jersey with a high waist, pleats at the top and a zip fly with a hook-and-eye fastener. Diagonal side pockets and wide, straight legs."
0936428003,0936428,Creek trouser,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Trousers in heavy jersey with a high waist, pleats at the top and a zip fly with a hook-and-eye fastener. Diagonal side pockets and wide, straight legs."
0936481001,0936481,Niklas Relaxed Printed Sweater,252,Sweater,Garment Upper body,1010014,Placement print,09,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Oversized top in sweatshirt fabric made from a cotton blend with a round, rib-trimmed neckline, dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
